一中	169
筆頭	ふでがしら
埠頭	ふとう
劈頭	へきとう
冒頭	ぼうとう
没頭	ぼっとう
前頭	まえがしら
饅頭	まんじゅう
毛頭	もうとう
竜頭	りゅうず
路頭	ろとう

塾友	15
塾員	じゅくいん
悪友	あくゆう
畏友	いゆう
学友	がくゆう
級友	きゅうゆう
旧友	きゅうゆう
交友	こうゆう
校友	こうゆう
師友	しゆう
親友	しんゆう
戦友	せんゆう
知友	ちゆう
盟友	めいゆう
療友	りょうゆう
良友	りょうゆう

塾風	66
塾員	じゅくいん
秋風	あきかぜ
悪風	あくふう
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
美風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

境遇	15
境界	きょうかい
境涯	きょうがい
境地	きょうち
境界	けいかい
境内	けいだい
奇遇	きぐう
厚遇	こうぐう
処遇	しょぐう
遭遇	そうぐう
待遇	たいぐう
知遇	ちぐう
不遇	ふぐう
優遇	ゆうぐう
冷遇	れいぐう
礼遇	れいぐう

増収	39
増員	ぞういん
増益	ぞうえき
増援	ぞうえん
増加	ぞうか
増額	ぞうがく
増刊	ぞうかん
増強	ぞうきょう
増結	ぞうけつ
増減	ぞうげん
増産	ぞうさん
増資	ぞうし
増殖	ぞうしょく
増進	ぞうしん
増水	ぞうすい
増税	ぞうぜい
増設	ぞうせつ
増大	ぞうだい
増築	ぞうちく
増長	ぞうちょう
増配	ぞうはい
増発	ぞうはつ
増補	ぞうほ
増俸	ぞうほう
増し	まし
増す	ます
回収	かいしゅう
吸収	きゅうしゅう
月収	げっしゅう
減収	げんしゅう
査収	さしゅう
実収	じっしゅう
接収	せっしゅう
徴収	ちょうしゅう
撤収	てっしゅう
年収	ねんしゅう
買収	ばいしゅう
没収	ぼっしゅう
未収	みしゅう
領収	りょうしゅう

増給	43
増員	ぞういん
増益	ぞうえき
増援	ぞうえん
増加	ぞうか
増額	ぞうがく
増刊	ぞうかん
増強	ぞうきょう
増結	ぞうけつ
増減	ぞうげん
増産	ぞうさん
増資	ぞうし
増収	ぞうしゅう
増殖	ぞうしょく
増進	ぞうしん
増水	ぞうすい
増税	ぞうぜい
増設	ぞうせつ
増大	ぞうだい
増築	ぞうちく
増長	ぞうちょう
増配	ぞうはい
増発	ぞうはつ
増補	ぞうほ
増俸	ぞうほう
増し	まし
増す	ます
恩給	おんきゅう
加給	かきゅう
供給	きょうきゅう
月給	げっきゅう
支給	しきゅう
自給	じきゅう
週給	しゅうきゅう
需給	じゅきゅう
昇給	しょうきゅう
女給	じょきゅう
日給	にっきゅう
配給	はいきゅう
薄給	はっきゅう
俸給	ほうきゅう
補給	ほきゅう
無給	むきゅう
有給	ゆうきゅう

墨汁	5
墨絵	すみえ
墨染	すみぞめ
墨守	ぼくしゅ
果汁	かじゅう
鼻汁	はなしる

墳丘	4
墳墓	ふんぼ
砂丘	さきゅう
段丘	だんきゅう
比丘	びく

士風	69
士官	しかん
士気	しき
士族	しぞく
士民	しみん
秋風	あきかぜ
悪風	あくふう
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
美風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

声優	14
声色	こわいろ
声高	こわだか
声音	こわね
声域	せいいき
声援	せいえん
声音	せいおん
声楽	せいがく
声帯	せいたい
声望	せいぼう
声明	せいめい
声量	せいりょう
女優	じょゆう
俳優	はいゆう
名優	めいゆう

壷中	53
意中	いちゅう
御中	おんちゅう
懐中	かいちゅう
海中	かいちゅう
渦中	かちゅう
家中	かちゅう
火中	かちゅう
寒中	かんちゅう
眼中	がんちゅう
忌中	きちゅう
宮中	きゅうちゅう
胸中	きょうちゅう
空中	くうちゅう
最中	さいちゅう
在中	ざいちゅう
作中	さくちゅう
山中	さんちゅう
市中	しちゅう
車中	しゃちゅう
集中	しゅうちゅう
掌中	しょうちゅう
城中	じょうちゅう
暑中	しょちゅう
女中	じょちゅう
心中	しんじゅう
心中	しんちゅう
陣中	じんちゅう
水中	すいちゅう
背中	せなか
戦中	せんちゅう
卒中	そっちゅう
地中	ちちゅう
適中	てきちゅう
道中	どうちゅう
途中	とちゅう
土中	どちゅう
日中	にっちゅう
熱中	ねっちゅう
年中	ねんじゅう
人中	ひとなか
日中	ひなか
病中	びょうちゅう
昼中	ひるなか
道中	みちなか
夢中	むちゅう
命中	めいちゅう
喪中	もちゅう
最中	もなか
夜中	やちゅう
山中	やまなか
夜中	よなか
連中	れんじゅう
連中	れんちゅう

外周	59
外圧	がいあつ
外延	がいえん
外貨	がいか
外海	がいかい
外界	がいかい
外角	がいかく
外郭	がいかく
外観	がいかん
外気	がいき
外勤	がいきん
外形	がいけい
外見	がいけん
外語	がいご
外交	がいこう
外向	がいこう
外国	がいこく
外債	がいさい
外紙	がいし
外資	がいし
外出	がいしゅつ
外傷	がいしょう
外相	がいしょう
外食	がいしょく
外心	がいしん
外人	がいじん
外線	がいせん
外装	がいそう
外孫	がいそん
外地	がいち
外敵	がいてき
外電	がいでん
外套	がいとう
外泊	がいはく
外部	がいぶ
外聞	がいぶん
外貌	がいぼう
外米	がいまい
外務	がいむ
外面	がいめん
外野	がいや
外遊	がいゆう
外用	がいよう
外来	がいらい
外輪	がいりん
外科	げか
外題	げだい
外道	げどう
外面	げめん
外海	そとうみ
外側	そとがわ
外袖	そとそで
外出	そとで
外孫	そとまご
外見	そとみ
外様	とざま
外国	とつくに
一周	いっしゅう
円周	えんしゅう
半周	はんしゅう

外宮	67
外圧	がいあつ
外延	がいえん
外貨	がいか
外海	がいかい
外界	がいかい
外角	がいかく
外郭	がいかく
外観	がいかん
外気	がいき
外勤	がいきん
外形	がいけい
外見	がいけん
外語	がいご
外交	がいこう
外向	がいこう
外国	がいこく
外債	がいさい
外紙	がいし
外資	がいし
外出	がいしゅつ
外傷	がいしょう
外相	がいしょう
外食	がいしょく
外心	がいしん
外人	がいじん
外線	がいせん
外装	がいそう
外孫	がいそん
外地	がいち
外敵	がいてき
外電	がいでん
外套	がいとう
外泊	がいはく
外部	がいぶ
外聞	がいぶん
外貌	がいぼう
外米	がいまい
外務	がいむ
外面	がいめん
外野	がいや
外遊	がいゆう
外用	がいよう
外来	がいらい
外輪	がいりん
外科	げか
外題	げだい
外道	げどう
外面	げめん
外海	そとうみ
外側	そとがわ
外袖	そとそで
外出	そとで
外孫	そとまご
外見	そとみ
外様	とざま
外国	とつくに
行宮	あんぐう
王宮	おうきゅう
参宮	さんぐう
子宮	しきゅう
神宮	じんぐう
中宮	ちゅうぐう
東宮	とうぐう
迷宮	めいきゅう
宵宮	よいみや
離宮	りきゅう
竜宮	りゅうぐう

外注	65
外圧	がいあつ
外延	がいえん
外貨	がいか
外海	がいかい
外界	がいかい
外角	がいかく
外郭	がいかく
外観	がいかん
外気	がいき
外勤	がいきん
外形	がいけい
外見	がいけん
外語	がいご
外交	がいこう
外向	がいこう
外国	がいこく
外債	がいさい
外紙	がいし
外資	がいし
外出	がいしゅつ
外傷	がいしょう
外相	がいしょう
外食	がいしょく
外心	がいしん
外人	がいじん
外線	がいせん
外装	がいそう
外孫	がいそん
外地	がいち
外敵	がいてき
外電	がいでん
外套	がいとう
外泊	がいはく
外部	がいぶ
外聞	がいぶん
外貌	がいぼう
外米	がいまい
外務	がいむ
外面	がいめん
外野	がいや
外遊	がいゆう
外用	がいよう
外来	がいらい
外輪	がいりん
外科	げか
外題	げだい
外道	げどう
外面	げめん
外海	そとうみ
外側	そとがわ
外袖	そとそで
外出	そとで
外孫	そとまご
外見	そとみ
外様	とざま
外国	とつくに
脚注	きゃくちゅう
傾注	けいちゅう
集注	しゅうちゅう
受注	じゅちゅう
頭注	とうちゅう
発注	はっちゅう
標注	ひょうちゅう
評注	ひょうちゅう
傍注	ぼうちゅう

外遊	61
外圧	がいあつ
外延	がいえん
外貨	がいか
外海	がいかい
外界	がいかい
外角	がいかく
外郭	がいかく
外観	がいかん
外気	がいき
外勤	がいきん
外形	がいけい
外見	がいけん
外語	がいご
外交	がいこう
外向	がいこう
外国	がいこく
外債	がいさい
外紙	がいし
外資	がいし
外出	がいしゅつ
外傷	がいしょう
外相	がいしょう
外食	がいしょく
外心	がいしん
外人	がいじん
外線	がいせん
外装	がいそう
外孫	がいそん
外地	がいち
外敵	がいてき
外電	がいでん
外套	がいとう
外泊	がいはく
外部	がいぶ
外聞	がいぶん
外貌	がいぼう
外米	がいまい
外務	がいむ
外面	がいめん
外野	がいや
外用	がいよう
外来	がいらい
外輪	がいりん
外科	げか
外題	げだい
外道	げどう
外面	げめん
外海	そとうみ
外側	そとがわ
外袖	そとそで
外出	そとで
外孫	そとまご
外見	そとみ
外様	とざま
外国	とつくに
回遊	かいゆう
豪遊	ごうゆう
周遊	しゅうゆう
清遊	せいゆう
浮遊	ふゆう
漫遊	まんゆう

多重	56
多い	おおい
多く	おおく
多勢	おおぜい
多淫	たいん
多角	たかく
多額	たがく
多岐	たき
多義	たぎ
多芸	たげい
多血	たけつ
多言	たげん
多幸	たこう
多彩	たさい
多才	たさい
多作	たさく
多産	たさん
多事	たじ
多湿	たしつ
多謝	たしゃ
多種	たしゅ
多少	たしょう
多数	たすう
多勢	たぜい
多大	ただい
多端	たたん
多難	たなん
多年	たねん
多能	たのう
多発	たはつ
多弁	たべん
多忙	たぼう
多面	ためん
多様	たよう
多用	たよう
多量	たりょう
幾重	いくえ
加重	かじゅう
荷重	かじゅう
過重	かじゅう
貴重	きちょう
軽重	けいじゅう
軽重	けいちょう
厳重	げんじゅう
自重	じちょう
慎重	しんちょう
荘重	そうちょう
尊重	そんちょう
体重	たいじゅう
珍重	ちんちょう
鄭重	ていちょう
鈍重	どんじゅう
二重	にじゅう
比重	ひじゅう
二重	ふたえ
偏重	へんちょう
八重	やえ

夜襲	44
夜陰	やいん
夜会	やかい
夜学	やがく
夜間	やかん
夜気	やき
夜業	やぎょう
夜曲	やきょく
夜勤	やきん
夜具	やぐ
夜景	やけい
夜警	やけい
夜行	やこう
夜叉	やしゃ
夜食	やしょく
夜前	やぜん
夜中	やちゅう
夜半	やはん
夜分	やぶん
夜来	やらい
夜話	やわ
夜風	よかぜ
夜着	よぎ
夜霧	よぎり
夜寒	よさむ
夜空	よぞら
夜露	よつゆ
夜伽	よとぎ
夜中	よなか
夜長	よなが
夜話	よばなし
夜番	よばん
夜店	よみせ
夜道	よみち
夜目	よめ
夜話	よわ
奇襲	きしゅう
逆襲	ぎゃくしゅう
急襲	きゅうしゅう
強襲	きょうしゅう
空襲	くうしゅう
熊襲	くまそ
世襲	せしゅう
踏襲	とうしゅう
来襲	らいしゅう

夢中	57
夢幻	むげん
夢想	むそう
夢路	ゆめじ
夢幻	ゆめまぼろし
夢見	ゆめみ
意中	いちゅう
御中	おんちゅう
懐中	かいちゅう
海中	かいちゅう
渦中	かちゅう
家中	かちゅう
火中	かちゅう
寒中	かんちゅう
眼中	がんちゅう
忌中	きちゅう
宮中	きゅうちゅう
胸中	きょうちゅう
空中	くうちゅう
最中	さいちゅう
在中	ざいちゅう
作中	さくちゅう
山中	さんちゅう
市中	しちゅう
車中	しゃちゅう
集中	しゅうちゅう
掌中	しょうちゅう
城中	じょうちゅう
暑中	しょちゅう
女中	じょちゅう
心中	しんじゅう
心中	しんちゅう
陣中	じんちゅう
水中	すいちゅう
背中	せなか
戦中	せんちゅう
卒中	そっちゅう
地中	ちちゅう
適中	てきちゅう
道中	どうちゅう
途中	とちゅう
土中	どちゅう
日中	にっちゅう
熱中	ねっちゅう
年中	ねんじゅう
人中	ひとなか
